Text 1	Text 2	Category
חקק	hack | Stems: Qal (5), Hophal (1), Piel (5), Pual (1) | Nouns: חֹק enactment; חֻקָּה appointed, custom, manner, ordinance, site, statute.; חֵקֶק enactment	Freq100plus
מטה	branch	Freq100plus
אהב	have affection | Stems: Qal (139), Niphal (1) | Nouns: אַהֲבָה love.; אַהַב affection	Freq100plus
נטה	stretch | Stems: Qal (133), Niphal (3), Hiphil (66) | Nouns: מִטָּה bed; מֻטֶּה stretching; מֻטָּה expansion	Freq100plus
הלל	be clear | Stems: Qal (4), Hiphil (3), Piel (85), Pual (11), Hithpael (29) | Nouns: תְּהִלָּה laudation; הוֹלֵלָה folly; הִלּוּל celebration of thanksgiving for harvest; הוֹלֵלוּת folly	Freq100plus
בדד	divide | Stems: Qal (3) | Nouns: בַּד separation; בַּד thread; בָּדָד separate	Freq100plus
עזב	loosen | Stems: Qal (141), Niphal (9), Pual (2), Shaphel (1) | Nouns: עִזָּבוֹן trade; עֲזוּבָה desertion	Freq100plus
ליל	twist | Nouns: לִילִית night	Freq100plus
בקש	search | Stems: Piel (193), Pual (3) | Nouns: בַּקָּשָׁה petition	Freq100plus
עון	perversity	Freq100plus
נגע	touch | Stems: Qal (104), Niphal (1), Hiphil (35), Piel (2), Pual (1) | Nouns: נֶגַע blow	Freq100plus
בטח	hie | Stems: Qal (148), Hiphil (4) | Nouns: בֶּטַח place of refuge; מִבְטָח refuge; בִּטָּחוֹן trust; בִּטְחָה trust	Freq100plus
מועד	appointment	Freq100plus
גבור	powerful | Nouns: גְּבוּרָה force; גְּבוּרָה power	Freq100plus
חלק	be smooth | Stems: Qal (16), Niphal (6), Hiphil (7), Piel (21), Pual (3), Hithpael (1) | Nouns: חֵלֶק smoothness; מַחֲלֹקֶת section; חֶלְקָה smoothness; חֲלַקְלַקָּה very smooth	Freq100plus
שש	six | Stems: Piel (1) | Nouns: שִׁשִּׁים sixty; שִׁשִּׁי sixth	Freq100plus
תורה	precept	Freq100plus
נצל	snatch | Stems: Niphal (15), Hiphil (113), Hophal (2), Piel (4), Hithpael (1) | Nouns: הַצָּלָה rescue	Freq100plus
ריב	toss | Stems: Qal (50), Hiphil (1) | Nouns: יָרִיב he will contend; יָרֵב Jareb; מְרִיבָה quarrel	Freq100plus
אבד	wander | Stems: Qal (108), Hiphil (22), Hophal (1), Piel (28) | Nouns: אֲבֵדָה lost; אֹבֵד wretched; אֲבַדֹּה perishing; אַבְדָן perishing	Freq100plus
מנחה	donation | Nouns: מִנְחָה sacrificial offering	Freq100plus
גלה	denude | Stems: Qal (49), Niphal (32), Hiphil (28), Hophal (7), Piel (56), Pual (2), Hithpael (2) | Nouns: גָּלוּת captivity; גָּלוּת captivity.	Freq100plus
שמן	shine | Stems: Qal (3), Hiphil (2) | Nouns: שֶׁמֶן grease; שָׁמֵן greasy; מַשְׁמָן fat; אַשְׁמָן fat	Freq100plus
אור	be | Stems: Qal (7), Niphal (2), Hiphil (32) | Nouns: אוֹר illumination; אוּרִים Urim; אוּר flame; אוֹרָה luminousness	Freq100plus
כנע	bend | Stems: Niphal (23), Hiphil (7) | Nouns: כְּנַעַנִי Kenaanite; כִּנְעָה package	Freq100plus
יין	wine | Nouns: יוֹנָה dove; יוֹנַת אֵלֶם רְחֹקִים dove of; יָוֵן dregs; יְוָנִי Jevanite	Freq100plus
גביע	goblet | Nouns: גִּבְעָה hillock; גִּבְעֹנִי Gibonite; מִגְבָּעָה cap; גִּבְעֹל calyx of a flower	Freq100plus
כפר	cover | Stems: Qal (1), Piel (86), Pual (7), Hithpael (1), Nithpael (1) | Nouns: כְּפִיר village; כַּפֹּרֶת lid; כֹּפֶר cover; כְּפוֹר cover	Freq100plus
ארמון	citadel | Nouns: אֲרַמִּי Aramite; אֲרָמִית in Aramæan; רַמִּי a Ramite	Freq100plus
כפף	curve | Stems: Qal (4), Niphal (1) | Nouns: כַּף hollow hand; כִּפָּה leaf; כֵּף hollow rock	Freq100plus
ארון	box	Freq100plus
בחר	try | Stems: Qal (157), Niphal (7) | Nouns: בָּחִיר select; מִבְחָר select; מִבְחוֹר select	Freq100plus
רע	associate | Nouns: רַעְיָה female associate; רֵעָה female associate	Freq100plus
כבוד	weight	Freq100plus
שבת	repose | Stems: Qal (27), Niphal (4), Hiphil (38) | Nouns: שַׁבָּת intermission; שַׁבָּתוֹן sabbatism; שֶׁבֶת rest; מִשְׁבָּת cessation	Freq100plus
תמם	complete | Stems: Qal (45), Hiphil (7), Hithpael (2) | Nouns: תָּמִים entire; תֹּם completeness; תָּם complete; תֻּמָּה innocence	Freq100plus
רחב	broaden | Stems: Qal (3), Niphal (1), Hiphil (21) | Nouns: רֹחַב width; רָחָב roomy; מֶרְחָב enlargement; רַחַב width	Freq100plus
שבט	scion | Nouns: שַׁרְבִיט rod of empire	Freq100plus
גור	turn | Stems: Qal (95), Hithpael (1) | Nouns: גֵּר guest; גֵּרוּת residence	Freq100plus
בהמה	dumb | Nouns: בְּהֵמוֹת water-ox	Freq100plus
קטר	smoke | Stems: Hiphil (63), Hophal (2), Piel (41), Pual (1) | Nouns: קְטֹרֶת fumigation; מִקְטֶרֶת to fume; מִקְטָר fume; קְטוֹרָה perfume	Freq100plus
ספר	writing	Freq100plus
חשב	plait | Stems: Qal (66), Niphal (30), Piel (13), Hithpael (1) | Nouns: חֵשֶׁב belt; חֶשְׁבּוֹן contrivance; חִשָּׁבוֹן contrivance	Freq100plus
כסה	plump | Stems: Qal (3), Niphal (3), Piel (99), Pual (7), Hithpael (8) | Nouns: מִכְסֶה covering; כְּסוּת cover; מְכַסֶּה covering; כָּסוּי covered	Freq100plus
שמם	stun | Stems: Qal (28), Niphal (25), Hiphil (15), Piel (4), Hithpael (5) | Nouns: שַׁמָּה ruin; שְׁמוּעָה heard; מְשַׁמָּה waste; שָׁמֵם ruined	Freq100plus
חומה	wall | Nouns: חָם father-in-law; חֵמֶת skin bottle; חֲמָתִי Chamathite	Freq100plus
ציה	aridity | Nouns: צִיִּי desert-dweller; צִיּוּן monumental; צִיוֹן desert	Freq100plus
שפה	lip | Nouns: שָׂפָם beard	Freq100plus
גאה	mount | Stems: Qal (7) | Nouns: גָּאוֹן the same as 1346; גָּג roof; גַּאֲוָה arrogance; גַב back	Freq100plus
אחז	seize | Stems: Qal (46), Niphal (7), Hophal (1), Piel (1) | Nouns: אֲחֻזָּה seized	Freq100plus
שמש	sun | Nouns: שֶׁמֶשׁ sun	Freq100plus
נשה	forget | Stems: Qal (11), Hiphil (3) | Nouns: מְנַשִּׁי Menashshite; מַשָּׁא loan; מַשָּׁאָה loan; נָשֶׁה rheumatic	Freq100plus
הרג	smite | Stems: Qal (115), Niphal (3), Pual (2) | Nouns: הֶרֶג slaughter; הֲרֵגָה slaughter	Freq100plus
יעץ	advise | Stems: Qal (42), Niphal (22), Hithpael (1) | Nouns: עֵצָה advice; מוֹעֵצָה purpose	Freq100plus
שחה	depress | Stems: Qal (1), Hithpael (39), Haphel (130) | Nouns: שְׁחִית pit-fall; שְׁחוּת pit	Freq100plus
שקל	suspend | Stems: Qal (15), Niphal (3) | Nouns: שֶׁקֶל weight; מִשְׁקָל weight; אֶשְׁקְלוֹנִי Ashkelonite; מִשְׁקוֹל weight	Freq100plus
קהל	convoke | Stems: Niphal (19), Hiphil (20) | Nouns: קָהָל assemblage; קֹהֶלֶת assembler; קְהִלָּה assemblage	Freq100plus
נוח	rest | Stems: Qal (30), Hiphil (75), Hophal (5) | Nouns: מָנוֹחַ quiet; הֲנָחָה permission of rest	Freq100plus
פלל	judge | Stems: Piel (3), Hithpael (78) | Nouns: תְּפִלָּה intercession; פָּלִיל magistrate; פְּלִילָה justice; פְּלִילִי judicial	Freq100plus
בכר	give the birthright | Stems: Hiphil (1), Piel (2), Pual (1) | Nouns: בְּכוֹר first-born; בִּכּוּר first-fruits; בְּכִירָה eldest; בִּכּוּרָה early fig	Freq100plus
עזז	be stout | Stems: Qal (8), Hiphil (2) | Nouns: עֵז she-goat; עַז strong; עַזָּה Azzah; עֲזָאזֵל goat of departure	Freq100plus
דור	revolution | Nouns: דָּר age	Freq100plus
שרף	be | Stems: Qal (83), Niphal (14), Pual (1) | Nouns: שְׂרֵפָה cremation; רִצְפָּה stone; רֶשֶׁף live coal; שָׂרָף burning	Freq100plus
כבד	be heavy | Stems: Qal (22), Niphal (26), Hiphil (16), Piel (20), Pual (3), Hithpael (3) | Nouns: כָּבֵד heavy; כָּבֵד liver; כֹּבֶד weight; כְּבוּדָּה weightiness	Freq100plus
צר	narrow | Nouns: צָרָה tightness; מֵצַר tight	Freq100plus
פה	this place | Nouns: פֵּאָה mouth	Freq100plus
עור	bare | Stems: Niphal (1), Piel (5) | Nouns: עוֹר skin; מְעָרָה cavern; עִוֵּר blind; מַטָּה downward	Freq100plus
נוס	flit | Stems: Qal (149), Hiphil (4), Piel (1) | Nouns: מָנוֹס retreat	Freq100plus
שבר	burst | Stems: Qal (43), Niphal (57), Hiphil (1), Hophal (1), Piel (33) | Nouns: מִשְׁבָּר breaker; מִשְׁבֵּר orifice; שִׁבְרוֹן rupture	Freq100plus
דרש	tread | Stems: Qal (131), Niphal (9) | Nouns: מִדְרָשׁ investigation	Freq100plus
חוץ	separate by a wall | Nouns: חַיִץ wall; חִיצוֹן wall side	Freq100plus
יחד	be | Stems: Qal (2), Piel (1) | Nouns: יַחַד unit; יָחִיד united	Freq100plus
זקן	be old | Stems: Qal (25), Hiphil (2) | Nouns: זָקֵן old; זָקָן beard; זִקְנָה old age; זָקֻן old age	Freq100plus
סבב	revolve | Stems: Qal (73), Niphal (20), Hiphil (31), Hophal (6), Piel (6) | Nouns: מוּסָב turn; נְסִבָּה environment; סִבָּה turn	Freq100plus
שנא	hate | Stems: Qal (82), Niphal (2), Piel (1) | Nouns: שִׂנְאָה hate	Freq100plus
בוש	pale | Stems: Qal (94), Hiphil (28), Piel (2), Hithpael (1) | Nouns: בֹּשֶׁת shame; בּוּשָׁה shame; בׇּשְׁנָה shamefulness; מָבֻשׁ pudenda	Freq100plus
שחת	decay | Stems: Niphal (6), Hiphil (73), Hophal (2), Piel (31), Q (3) | Nouns: מַשְׁחִית destructive; מַשְׁחֵת destruction	Freq100plus
דלל	slacken | Stems: Qal (12) | Nouns: דֶּלֶת something swinging; דַּל dangling; דַּלָּה dangling; דָּלִיָּה dangling	Freq100plus
משל	rule | Stems: Qal (84), Niphal (5), Hiphil (1), Piel (1), Hithpael (1) | Nouns: מָשָׁל pithy; מֶמְשָׁלָה rule; מִמְשָׁל ruler; מֹשֶׁל empire	Freq100plus
נסע	pull | Stems: Qal (132), Niphal (2), Hiphil (8) | Nouns: מַסַּע departure; מַסָּע missile	Freq100plus
פר	bullock | Nouns: פָּרָה heifer	Freq100plus
חזה	gaze | Stems: Qal (54) | Nouns: חָזוֹן sight; חֹזֶה beholder; חָזֶה breast; חִזָּיוֹן revelation	Freq100plus
נחושה	copper | Nouns: נְחֹשֶׁת copper; נְחָשׁ copper; נְחֻשְׁתָּן made of copper	Freq100plus
חבר	join | Stems: Qal (10), Hiphil (1), Piel (8), Pual (5), Hithpael (2) | Nouns: חָבֵר associate; מַחְבֶּרֶת junction; חֲבַר associate; חֶבֶר society	Freq100plus
עצם	bind fast | Stems: Qal (16), Piel (1) | Nouns: עֶצֶם bone; עֹצֶם power; עׇצְמָה powerfulness; תַּעֲצֻמָה might	Freq100plus
צפון	hidden	Freq100plus
שכם	load up | Stems: Hiphil (65) | Nouns: שְׁכֶם neck; שִׁכְמָה the shoulderbone; שִׁכְמִי Shikmite	Freq100plus
ארך	be | Stems: Qal (3), Hiphil (26) | Nouns: אֹרֶךְ length; אָרֵךְ long; אַרְכִּי Arkite; אָרֹךְ long	Freq100plus
בכה	weep | Stems: Qal (109), Piel (2) | Nouns: בְּכִי weeping; בָּכָא weeping tree; בֶּכֶה weeping; בְּכִית weeping	Freq100plus
אוה	wish for | Stems: Piel (9), Hithpael (14) | Nouns: אִי habitable spot; אוֹי lamentation; תַּאֲוָה longing; אַוָּה longing	Freq100plus
כרם	garden | Nouns: כַּרְמֶל field; כַּרְמְלִי Karmelite; כַּרְמִי Karmite	Freq100plus
חשך	be dark | Stems: Qal (45), Niphal (2), Hiphil (6), Piel (1), Pual (2) | Nouns: חֹשֶׁךְ dark; מַחְשָׁךְ darkness; חֵשֶׁק delight; חֲשׁוֹךְ dark	Freq100plus
רחם	fondle | Stems: Piel (26), Pual (3) | Nouns: רַחַם compassion; רֶחֶם womb; רַחוּם compassionate; יְרַחְמְאֵלִי Jerachmeelite	Freq100plus
זרח	irradiate | Stems: Qal (18) | Nouns: מִזְרָח sunrise; אֶזְרָח growth; זַרְחִי Zarchite; אֶזְרָחִי Ezrachite	Freq100plus
גדד	crowd | Stems: Qal (2), Hithpael (7) | Nouns: גְּדוּד crowd; גָּדִי Gadite; גִּיד thong; גַּד coriander	Freq100plus
באר	dig | Stems: Piel (3) | Nouns: בְּאֵר pit; בְּאֵרֹתִי Beerothite; בֹּאר cistern; בְּאֹשׁ stench	Freq100plus
פרה	bear fruit | Stems: Qal (22), Hiphil (4) | Nouns: פְּרִי fruit	Freq100plus
זמר	trim | Stems: Qal (2), Niphal (1), Piel (41) | Nouns: מִזְמוֹר music; מְזַמְּרָה tweezer; זְמָר instrumental music; זִמְרָה musical	Freq100plus
צפה	lean | Stems: Qal (26), Piel (44), Pual (2) | Nouns: צִפּוּי encasement; מִצְפֶּה observatory; צָפָה inundation; צְפוֹנִי Tsephonite	Freq100plus
עבדה	work	Freq100plus
אז	at that time | Nouns: אֲזַי at that time	Freq100plus
כמו	as | Nouns: כְּנֵמָא so	Freq100plus
רדף	run after | Stems: Qal (90), Niphal (2), Piel (8), Pual (1) | Nouns: מֻרְדָּף persecuted	Freq100plus
קשה	be dense | Stems: Qal (5), Niphal (1), Hiphil (20), Piel (1) | Nouns: קֶשֶׁת bow; קָשֶׁה severe; מִקְשָׁה rounded; מִקְשֶׁה turned	Freq100plus
נחל	stream	Freq100plus
סוס	horse | Nouns: סוּסָה mare; סָס moth	Freq100plus
חרש	scratch | Stems: Qal (31), Niphal (2), Hiphil (38), Hithpael (1) | Nouns: חָרָשׁ fabricator; חֹרֶשׁ forest; חֵרֵשׁ deaf; חֲרֹשֶׁת work	Freq100plus
עפר	be dust | Stems: Piel (1) | Nouns: עָפָר dust; עֹפֶר fawn	Freq100plus
חלב	fat | Nouns: חָלָב milk; חֶלְבְּנָה galbanam	Freq100plus
נהר	sparkle | Stems: Qal (6) | Nouns: נָהָר stream; נְהַר river; מִנְהָרָה channel; נְהָרָה daylight	Freq100plus
שלושים	thirty	Freq100plus
גדל	be | Stems: Qal (53), Hiphil (33), Piel (16), Pual (1), Hithpael (4) | Nouns: גֹּדֶל magnitude; גְּדִל thread; גָּדֵל large	Freq100plus
מלכות	rule | Nouns: מַלְכוּ dominion	Freq100plus
אף	accession | Nouns: אַף also.	Freq100plus
ערך	row | Stems: Qal (63), Hiphil (4) | Nouns: עֵרֶךְ pile; מַעֲרָכָה arrangement; מַעֲרֶכֶת arrangement; מַעֲרָךְ arrangement	Freq100plus
כסא	covered | Nouns: כֵּס sworn.; כׇּרְסֵא throne	Freq100plus
קבץ	grasp | Stems: Qal (31), Niphal (30), Piel (28), Pual (1), Hithpael (8) | Nouns: קִבּוּץ throng; קְבֻצָה hoard	Freq100plus
נשיא	exalted	Freq100plus
פשע	break | Stems: Qal (40), Niphal (1) | Nouns: פֶּשַׁע revolt	Freq100plus
גאל	redeem | Stems: Qal (58), Niphal (11), Hiphil (1), Pual (4), Hithpael (2) | Nouns: גְּאֻלָּה redemption; גֹּאֶל profanation	Freq100plus
קבר	inter | Stems: Qal (59), Niphal (39), Piel (5), Pual (1)	Freq100plus
שית	place | Stems: Qal (61), Hiphil (8), Hophal (2) | Nouns: שְׁתִי fixture; שַׁיִת scrub; שִׁית dress; שָׁתָה basis	Freq100plus
עזר	surround | Stems: Qal (40), Niphal (4), Hiphil (1) | Nouns: עֵזֶר aid; עֲזָרָה inclosure	Freq100plus
קצה	extremity | Nouns: קָצָה termination	Freq100plus
נחם	sigh | Stems: Niphal (48), Piel (25), Pual (2), Hithpael (7) | Nouns: נֶחָמָה consolation; נֹחַם ruefulness	Freq100plus
שדד	be burly | Stems: Qal (28), Niphal (1), Hophal (2), Piel (3), Pual (20) | Nouns: שַׁדַּי Almighty; אַשְׁדּוֹדִי Ashdodite; שִׁדָּה wife; אַשְׁדּוֹדִית in the language of Ashdod	Freq100plus
חתת	prostrate | Stems: Qal (17), Niphal (28), Hiphil (2), Piel (1) | Nouns: חִתִּי Chittite; חִתִּית fear; חַת crushed; חִתָּה fear	Freq100plus
יטב	be | Stems: Qal (44), Hiphil (66) | Nouns: מֵיטָב best	Freq100plus
שלך	throw | Stems: Hiphil (85), Hophal (13) | Nouns: שָׁלָךְ bird of prey; שַׁלֶּכֶת felling	Freq100plus
חרר	glow | Stems: Qal (85), Niphal (8), Hiphil (2), Piel (2), Hithpael (4), Tiphil (2) | Nouns: חֳרִי burning; תַּחֲרָא corslet; חַרְחֻר fever; חָרֵר arid	Freq100plus
קלל	be | Stems: Qal (12), Niphal (11), Hiphil (12), Piel (32), Pual (2), Hithpael (1) | Nouns: קְלָלָה vilification; קַל light; קָלָל brightened; קְלֹקֵל insubstantial	Freq100plus
רקק	spit | Stems: Qal (1) | Nouns: רַק leanness; רָקִיק cake; רַקָּה thinness; רֹק spittle	Freq100plus
גבר	be strong | Stems: Qal (17), Hiphil (2), Piel (2), Hithpael (3) | Nouns: גֶּבֶר valiant; גְּבַר certain, man.; גְּבֶרֶת mistress; גְּבִירָה mistress	Freq100plus
ישר	be straight | Stems: Qal (13), Hiphil (2), Piel (8), Pual (1) | Nouns: יָשָׁר straight; מֵישָׁר evenness; יֹשֶׁר right; יִשְׁרָה rectitude	Freq100plus
רעב	hunger | Stems: Qal (11), Hiphil (1) | Nouns: רָעָב hunger; רָעֵב hungry; רְעָבוֹן famine	Freq100plus
כח	vigor	Freq100plus
לשון	tongue | Stems: Hiphil (1), Piel (1) | Nouns: לִשָּׁן speech	Freq100plus
נצב	station | Stems: Niphal (51), Hiphil (19), Hophal (2) | Nouns: מַצֵּבָה stationed; מַצָּב spot; מַצֶּבֶת stationary; מֻצָּב station	Freq100plus
חמה	heat	Freq100plus
חפץ	incline | Stems: Qal (72) | Nouns: חֵפֶץ pleasure; חָפֵץ pleased with	Freq100plus
חרף	pull off | Stems: Qal (2), Niphal (1), Piel (28) | Nouns: חֶרְפָּה contumely; חֹרֶף crop gathered; חֲרוּפִי a Charuphite	Freq100plus
נגש	be | Stems: Qal (61), Niphal (17), Hiphil (27), Hophal (2), Hithpael (1)	Freq100plus
פעם	stroke | Nouns: פַּעֲמֹן bell	Freq100plus
שבע	sate | Stems: Qal (75), Niphal (1), Hiphil (10), Piel (1) | Nouns: שָׂבָע copiousness; שֹׂבַע satisfaction; שׇׂבְעָה satiety; שָׂבֵעַ satiated	Freq100plus
צלם	phantom | Stems: Qal (1), Hiphil (1) | Nouns: צֵל shade; צַלְמָוֶת shade of death; צֵלֶל shade; מְצֻלָּה shade	Freq100plus
זור	turn aside | Stems: Qal (17), Niphal (3), Hophal (1), Piel (16), Pual (3) | Nouns: זֵר chaplet; זֶרֶת spread; מִזְרֶה shovel; זָרָא disgust	Freq100plus
צחק	laugh outright | Stems: Qal (6), Piel (7) | Nouns: צְחֹק laughter	Freq100plus
לכד	catch | Stems: Qal (53), Niphal (35), Hithpael (2) | Nouns: לֶכֶד capture; מַלְכֹּדֶת snare	Freq100plus
נבל	wilt | Stems: Qal (19), Hiphil (1), Piel (3) | Nouns: נְבֵלָה flabby; נְבָלָה foolishness; נָבָל stupid; נַבְלוּת disgrace	Freq100plus
גמל	treat | Stems: Qal (20), Niphal (3) | Nouns: גָּמָל camel; גְּמוּל treatment; גְּמוּלָה meaning the same; תַּגְמוּל bestowment	Freq100plus
כבש	ram | Nouns: כֶּשֶׂב young sheep; כִּשְׂבָּה young ewe	Freq100plus
אשר	be straight | Stems: Qal (1), Piel (6), Pual (2) | Nouns: אֶשֶׁר happiness; אֻשַּׁרְנָא wall; תְּאַשּׁוּר cedar; אֹשֶׁר happiness	Freq100plus
סגר	shut | Stems: Qal (37), Niphal (8), Hiphil (18), Piel (2), Pual (5) | Nouns: מִסְגֶּרֶת enclosing; מַסְגֵּר fastener; סְגוֹר shut up; סַגְרִיד pouring rain	Freq100plus
שפך	spill forth | Stems: Qal (93), Niphal (8), Pual (3), Hithpael (3) | Nouns: שֶׁפֶךְ emptying; שׇׁפְכָה pipe	Freq100plus
מגרש	suburb	Freq100plus
שקר	cheat | Stems: Qal (1), Piel (5) | Nouns: שֶׁקֶר untruth	Freq100plus
בער	kindle | Stems: Qal (41), Niphal (4), Hiphil (8), Piel (38), Pual (1) | Nouns: בְּעִיר cattle; בַּעַר foot; בְּעֵרָה burning	Freq100plus
רפא	mend | Stems: Qal (23), Niphal (17), Piel (9), Hithpael (3) | Nouns: מַרְפֵּא curative; תְּרָפִים Teraphim; רָפָא lax; רְפֻאָה medicament	Freq100plus
מהר	be liquid | Stems: Qal (2), Niphal (4), Piel (61) | Nouns: מְהֵרָה hurry; מַהֵר hurrying; מֹהַר price	Freq100plus
עוף	fly | Stems: Qal (17), Hiphil (1), Piel (4), Hithpael (1) | Nouns: עוֹף bird; עַפְעַף eyelash; עֵיפָה obscurity; מוּעָף covered	Freq100plus
מכר	sell | Stems: Qal (40), Niphal (18), Hithpael (3) | Nouns: מִמְכָּר merchandise; מֶכֶר merchandise; מָכִירִי Makirite; מִמְכֶּרֶת sale	Freq100plus
תועבה	disgusting	Freq100plus
הפך	turn | Stems: Qal (51), Niphal (34), Hophal (1), Hithpael (4) | Nouns: תַּהְפֻּכָה perversity; מַהְפֵּכָה destruction; מַהְפֶּכֶת wrench; הֹפֶךְ upset	Freq100plus
זנה	commit adultery | Stems: Qal (82), Hiphil (8), Pual (1) | Nouns: זָנוּן adultery; זְנוּת adultery	Freq100plus
רנן	creak | Stems: Qal (19), Hiphil (5), Piel (28), Pual (1), Hithpael (1) | Nouns: רִנָּה creaking; רְנָנָה shout; תֹּרֶן pole; אֹרֶן ash	Freq100plus
טהר	be pure | Stems: Qal (34), Piel (24), Pual (1), Hithpael (19) | Nouns: טׇהֳרָה purification; טֹהַר brightness; טְהוֹר purity	Freq100plus
נגב	south	Freq100plus
נצח	goal | Stems: Niphal (1), Piel (64) | Nouns: נֵצַח juice	Freq100plus
עור	wake | Stems: Qal (14), Niphal (7), Hiphil (29), Piel (12), Hithpael (5) | Nouns: עַיִר young ass; עָר foe; עָר enemy.; עֵרִי Erite	Freq100plus
עז	strength | Nouns: עׇזִּיאֵלִי Uzzielite; עׇזְנִיָּה sea-eagle	Freq100plus
לבש	wrap around | Stems: Qal (57), Hiphil (22), Pual (4) | Nouns: תַּלְבֹּשֶׁת garment	Freq100plus
משח	rub with oil | Stems: Qal (48), Niphal (5) | Nouns: מָשִׁיחַ anointed; מִמְשַׁח outspread; מְשַׁח oil	Freq100plus
עמוד	column	Freq100plus
שבה	transport into captivity | Stems: Qal (25), Niphal (8) | Nouns: שְׁבִי exiled; שִׁבְיָה exile; שְׁבוּ gem	Freq100plus
שכח	mislay | Stems: Qal (72), Niphal (13), Hiphil (6), Piel (1), Hithpael (1), u (2) | Nouns: שָׁכֵחַ oblivious	Freq100plus
כנף	project laterally | Stems: Niphal (1) | Nouns: כָּנָף edge	Freq100plus
חמור	ass	Freq100plus
יען	heed | Nouns: יַעֲנָה owl.; יָעֵן ostrich	Freq100plus
פעל	do | Stems: Qal (53) | Nouns: פֹּעַל act; פְּעֻלָּה work	Freq100plus
יבש	be ashamed | Stems: Qal (41), Hiphil (15), Piel (2) | Nouns: יַבָּשָׁה dry ground; יָבֵשׁ dry; יַבֶּשֶׁת dry ground; יַבֶּשֶׁת dry land	Freq100plus
לוה	twine | Stems: Qal (6), Niphal (15), Hiphil (8) | Nouns: לִוְיָתָן wreathed; לֵוִי Levite.; לֹיָה wreath; לִוְיָה attached	Freq100plus
קצר	dock off | Stems: Qal (41), Hiphil (1), Piel (1) | Nouns: קָצִיר severed; קָצֵר short; קֹצֶר shortness	Freq100plus
במה	elevation	Freq100plus
ברח	bolt | Stems: Qal (54), Hiphil (4) | Nouns: בְּרִיחַ bolt; מִבְרָח refugee	Freq100plus
עמק	be | Stems: Qal (1), Hiphil (8) | Nouns: עֵמֶק vale; עָמֹק deep; מַעֲמָק deep; עָמֵק deep	Freq100plus
רוץ	run | Stems: Qal (91), Hiphil (3), Piel (1) | Nouns: מֵרוֹץ run	Freq100plus
תמיד	continuance	Freq100plus
זרוע	arm | Nouns: אֶזְרוֹעַ arm; אֶדְרָע arm; דְּרַע arm	Freq100plus
ענן	act covertly | Stems: Piel (9) | Nouns: עָנָן cloud; עֲנָנָה cloudiness	Freq100plus
אשם	be guilty | Stems: Qal (33), Niphal (1) | Nouns: אָשָׁם guilt; אַשְׁמָה guiltiness; אָשֵׁם guilty	Freq100plus
דוד	love | Nouns: יְדִיד loved; דּוּד pot; דּוּדַי boiler; דַּד breast	Freq100plus
עגל	circular | Nouns: עֵגֶל calf; עֲגָלָה revolving; עֶגְלָה calf; מוּצָק fusion	Freq100plus
מעט	little	Freq100plus
שור	turn | Stems: Qal (2) | Nouns: שׁוֹר bullock; שׁוּר wall; תּוֹר bull; שׁוּר wall.	Freq100plus
שעיר	shaggy | Nouns: שְׂעִירָה she-goat; שָׂעִיר shower	Freq100plus
יסד	set | Stems: Qal (10), Niphal (2), Hophal (3), Piel (8), Pual (6) | Nouns: סוֹד session; יְסוֹד foundation; מוֹסָד foundation; מוּסָד foundation	Freq100plus
ניר	lamp | Stems: Qal (2) | Nouns: תַּנּוּר fire-pot; נוּר fire; מָנוֹר yoke	Freq100plus
קרה	light upon | Stems: Qal (6), Niphal (6), Hiphil (3), Piel (3) | Nouns: קִרְיָה city; מִקְרֶה met; קְרִי hostile encounter; קֶרֶת city	Freq100plus
אסר	yoke | Stems: Qal (45), Niphal (5), Pual (2) | Nouns: אָסִיר bound; אַסִּיר prisoner.; אֵסוּר bond; אֱסוּר band, imprisonment.	Freq50to99
קדם	front | Nouns: קִדְמָה forward	Freq50to99
שרת	attend | Stems: Piel (64) | Nouns: שָׁרֵת service	Freq50to99
צור	cliff | Nouns: צוּרָה rock; טוּר rock	Freq50to99
מלט	be smooth | Stems: Niphal (59), Hiphil (2), Piel (23), Hithpael (1) | Nouns: מֶלֶט cement	Freq50to99
קדוש	sacred	Freq50to99
יבל	flow | Stems: Hiphil (5), Hophal (10) | Nouns: תֵּבֵל earth; יְבוּל produce; מַבּוּל deluge; בּוּל produce	Freq50to99
סתר	hide | Stems: Niphal (30), Hiphil (36), Piel (1), Pual (1), Hithpael (5) | Nouns: מִסְתָּר concealer; מִסְתּוֹר refuge; מַסְתֵּר hider	Freq50to99
פרץ	break | Stems: Qal (44), Niphal (1), Pual (1), Hithpael (1) | Nouns: פֶּרֶץ break; פְּרִיץ violent; מִפְרָץ break; פַּרְצִי Partsite	Freq50to99
לון	stop | Stems: Qal (68), Niphal (5), Hiphil (9), Hithpael (2) | Nouns: מָלוֹן lodgment; מְלוּנָה hut	Freq50to99
יסר	chastise | Stems: Qal (3), Niphal (5), Piel (17), Nithpael (1) | Nouns: מוּסָר chastisement; יִסּוֹר reprover; מֹסָר admonition	Freq50to99
קרן	shoot out horns | Stems: Qal (3), Hiphil (1) | Nouns: קֶרֶן horn; קֶרֶן horn	Freq50to99
און	nothingness | Nouns: אוֹן ability; תְּאֻן naughtiness	Freq50to99
